epoch,train_loss,val_loss,val_auc,lr
0,0.5623749803219523,0.6046541916132107,0.7710823529411766,0.0009996145181203615
1,0.5130674663398948,0.5147014826690002,0.8182823529411765,0.000998458666866564
2,0.513888280838728,0.5850040232019069,0.7929882352941175,0.0009965342284774632
3,0.5216981646205697,0.5457449429557091,0.8155058823529412,0.0009938441702975688
4,0.497823601854699,0.5127639194215656,0.8255529411764706,0.0009903926402016151
5,0.5062722292329583,0.5574026514274817,0.8075294117647058,0.0009861849601988382
6,0.4779194178325789,0.5172375828411928,0.8119764705882353,0.0009812276182268236
7,0.48583071519221577,0.5036978808762806,0.8452705882352942,0.0009755282581475768
8,0.48425578272768427,0.5275753154041998,0.8336,0.0009690956679612421
9,0.46558509075215887,0.5223229841481619,0.8369647058823529,0.0009619397662556433
10,0.46727364669953075,0.49593200139184285,0.8382823529411766,0.0009540715869125406
11,0.46782485236014637,0.4930286571132626,0.8409882352941177,0.0009455032620941839
12,0.46698568229164394,0.4935920773581756,0.8507529411764707,0.0009362480035363986
13,0.47221083513328005,0.5200867282932835,0.8400705882352941,0.0009263200821770461
14,0.45656135039670126,0.5434068932563597,0.8227529411764707,0.0009157348061512728
15,0.4451135663049562,0.4845159207808553,0.8395529411764706,0.0009045084971874739
16,0.45670305990747045,0.4701576116583989,0.846635294117647,0.0008926584654403725
17,0.44163862988352776,0.5275556897661617,0.8363764705882353,0.0008802029828000156
18,0.46145847546202795,0.46770689447015407,0.8501882352941177,0.0008671612547178428
19,0.4315272330173424,0.5058808859556614,0.831364705882353,0.0008535533905932737
20,0.43008089118770193,0.5027825889404007,0.8500470588235294,0.0008394003727664709
