epoch,train_loss,val_loss,val_auc,lr
0,0.5954287525798593,0.5078860594582723,0.875670588235294,0.00075
1,0.5050411453204495,0.45395008830316974,0.8879058823529412,0.0002500000000000001
2,0.4655667431652546,0.44761486157333297,0.896329411764706,0.0
3,0.4610954134591988,0.41113092055180495,0.9101882352941176,9.981987442712634e-06
4,0.4274177503372942,0.38814176490102226,0.9240235294117647,9.928079551738544e-06
5,0.39411967779908863,0.3567538047413463,0.9379058823529411,9.838664734667497e-06
6,0.36467667881931576,0.3369281767824517,0.9457882352941177,9.714387227305422e-06
7,0.3536550655428852,0.31851120070430866,0.9511294117647059,9.55614245194068e-06
8,0.33763355389237404,0.2917702438849589,0.9560705882352941,9.365070565805941e-06
9,0.3340658162321363,0.2785818688398033,0.9608235294117647,9.14254824621921e-06
10,0.3191410806030035,0.2721638029232952,0.9640470588235295,8.890178771592197e-06
11,0.29759099520742893,0.2630767032952329,0.9656941176470588,8.609780469772621e-06
12,0.2864077181688377,0.25387891561230264,0.9671294117647059,8.303373616950405e-06
13,0.2863810198115451,0.2431513048871455,0.9705176470588236,7.973165881521431e-06
14,0.255902320678745,0.23729916948690954,0.9700941176470588,7.621536417786157e-06
15,0.2649237010627985,0.2359788449942871,0.9711058823529412,7.2510187240883644e-06
16,0.26441261092466967,0.2302847699235044,0.9730352941176471,6.864282388901543e-06
17,0.24933988773929222,0.22723657533592911,0.9735294117647059,6.46411385638275e-06
18,0.23537390679121017,0.21748273773769994,0.9747529411764706,6.053396349978632e-06
19,0.24342279668365205,0.21959070500809505,0.9758117647058824,5.635089098734393e-06
20,0.2296585693423237,0.22354276902986986,0.9755764705882353,5.212206015980742e-06
21,0.22901639741446292,0.21604054147693047,0.9768,4.787793984019259e-06
22,0.21804197691380978,0.21299877371438292,0.9761882352941177,4.364910901265606e-06
23,0.22399767514850413,0.209722351706899,0.9764941176470588,3.946603650021368e-06
24,0.2250958713037627,0.19620579126919763,0.9782588235294116,3.535886143617249e-06
25,0.22550212179443666,0.2029231476674904,0.9775764705882353,3.1357176110984573e-06
26,0.20880023616233043,0.20490960106376127,0.9786823529411764,2.748981275911633e-06
27,0.21941051286246097,0.19396316108687836,0.9791764705882353,2.3784635822138424e-06
28,0.20390815500702178,0.19869517150275914,0.9776705882352941,2.0268341184785674e-06
29,0.20837936936212437,0.20282865484205084,0.9790117647058825,1.6966263830495939e-06
30,0.20836965979209968,0.20428282629185637,0.9791058823529413,1.3902195302273781e-06
31,0.187579312627869,0.1913875086653823,0.9798588235294117,1.109821228407802e-06
32,0.19603676668235234,0.1921933206033997,0.9800941176470589,8.574517537807897e-07
33,0.1983524039387703,0.1900795508825519,0.9795764705882353,6.349294341940604e-07
34,0.19842446648648807,0.1977179677725836,0.9804941176470588,4.438575480593221e-07
35,0.19946962408721447,0.1936071303705935,0.9806823529411766,2.85612772694579e-07
36,0.20712325176490204,0.19057332320510162,0.9800941176470588,1.6133526533250566e-07
37,0.19534604105034045,0.19570056928711413,0.9800235294117647,7.192044826145772e-08
38,0.20637818106583186,0.1921727467991496,0.9796235294117648,1.8012557287367394e-08
39,0.20535987123314822,0.19336411267743317,0.9800235294117647,0.0
