epoch,train_loss,val_loss,val_auc,lr
0,0.6763909453792232,0.6918517417886066,0.7515764705882353,0.000998458666866564
1,0.6087443200605256,0.6573526242755817,0.7241176470588235,0.0009938441702975688
2,0.5726186180753368,0.6422114100725742,0.7538823529411764,0.0009861849601988382
3,0.5428963292922292,0.5662241078971538,0.781505882352941,0.0009755282581475767
4,0.5102236904203892,0.5383704396442103,0.8133411764705882,0.0009619397662556432
5,0.4973208068736962,0.49083054578680246,0.8415058823529411,0.0009455032620941838
6,0.4840649259941919,0.49143562841947336,0.8384470588235294,0.000926320082177046
7,0.4843986396278654,0.49895599671072355,0.8351529411764707,0.0009045084971874736
8,0.4637634647744043,0.5785040583727138,0.8230588235294118,0.0008802029828000154
9,0.4708450489810535,0.452722302659627,0.8742823529411765,0.0008535533905932736
10,0.43050709047487806,0.4764394720619017,0.8488235294117648,0.0008247240241650918
11,0.4204570693629129,0.456446610624313,0.8616941176470589,0.0007938926261462365
12,0.42457353909100803,0.5247087865037117,0.8354588235294118,0.0007612492823579742
13,0.41602644164647373,0.39548272605554535,0.8966117647058823,0.0007269952498697732
14,0.3977570195815393,0.40395582224385007,0.8977411764705883,0.0006913417161825447
15,0.410757486309324,0.4142754797352272,0.8856,0.0006545084971874736
16,0.41324333287775517,0.40948461008232107,0.89,0.0006167226819279527
17,0.3961090237966606,0.4128200471873566,0.8945411764705883,0.0005782172325201154
18,0.36484346219471525,0.38589859221305034,0.9087764705882353,0.0005392295478639224
19,0.3625216758144753,0.3920317110978096,0.9043764705882353,0.0004999999999999999
20,0.3596795092203787,0.3663327131788975,0.9141411764705882,0.0004607704521360775
21,0.3473849139575447,0.3672730020698939,0.9133411764705882,0.0004217827674798846
22,0.3507028639848743,0.3634782612261622,0.9144235294117647,0.0003832773180720472
23,0.33980484226984636,0.3818199126610363,0.9079058823529412,0.0003454915028125262
24,0.3410575743764639,0.3532366087558512,0.9172235294117648,0.00030865828381745506
25,0.33193797564932276,0.35705516643452995,0.9208470588235294,0.0002730047501302265
26,0.32686745774533066,0.344750291069142,0.9277411764705882,0.0002387507176420255
27,0.30954908207058907,0.359067569072941,0.9215294117647059,0.0002061073738537634
28,0.30554254565920147,0.3497712383235245,0.9211529411764705,0.00017527597583490815
29,0.2988888110433306,0.340612819330561,0.9271764705882353,0.0001464466094067262
30,0.29652741671140703,0.32604894461491274,0.9317882352941177,0.00011979701719998447
31,0.29345149719821556,0.3314160705546205,0.9313882352941177,9.549150281252627e-05
32,0.27120127488992046,0.3268760032024453,0.9320235294117647,7.367991782295387e-05
33,0.2662836302603994,0.32915598731795714,0.9317647058823529,5.4496737905816076e-05
34,0.27655488279248985,0.3344068025191559,0.9319294117647059,3.806023374435661e-05
35,0.27939321792551447,0.32729479376143106,0.9329411764705882,2.447174185242322e-05
36,0.26507051156035494,0.3256049086656049,0.9332705882352941,1.3815039801161714e-05
37,0.25578575767576694,0.3232523652865724,0.9343529411764706,6.155829702431168e-06
38,0.2756817109350647,0.318654383681233,0.9365176470588236,1.5413331334360176e-06
39,0.2579691769289119,0.3212450216596796,0.9360235294117647,0.0
