epoch,train_loss,val_loss,val_auc,lr
0,0.6126659959554672,0.5823896144012518,0.780964705882353,0.000998458666866564
1,0.5906275319201606,0.5690277108417982,0.7712705882352942,0.0009938441702975688
2,0.5810679128127438,0.5423126699966565,0.7830823529411765,0.0009861849601988382
3,0.5720781375254903,0.546569287359733,0.7981176470588235,0.0009755282581475767
4,0.5686937277870519,0.5417371330993329,0.793835294117647,0.0009619397662556432
5,0.5765059989477906,0.5461888510957765,0.7925176470588235,0.0009455032620941838
6,0.5551043514694486,0.5363371431167618,0.8065176470588236,0.000926320082177046
7,0.5707429067364761,0.5379907228045666,0.804235294117647,0.0009045084971874736
8,0.5761780808014529,0.5474687336842471,0.8007294117647059,0.0008802029828000154
9,0.5579960282359805,0.5524255405002436,0.8012941176470589,0.0008535533905932736
10,0.5626973781202521,0.5343997844736279,0.8035294117647058,0.0008247240241650918
11,0.5576926549630505,0.5255366508675335,0.8209647058823528,0.0007938926261462365
12,0.549059043505362,0.5341351565927359,0.8095294117647058,0.0007612492823579742
13,0.5587607031422002,0.5266542813032483,0.819364705882353,0.0007269952498697732
14,0.5499997958540916,0.5183842274573821,0.8164235294117647,0.0006913417161825447
15,0.53583960128682,0.5231686878332663,0.8139058823529411,0.0006545084971874736
16,0.5412587475563798,0.5127724554258712,0.8140235294117646,0.0006167226819279527
17,0.5322669483721256,0.5088133701112765,0.8196941176470589,0.0005782172325201154
18,0.520379401743412,0.5041609666918573,0.8344470588235293,0.0005392295478639224
19,0.5316947028040886,0.5104597458988946,0.828329411764706,0.0004999999999999999
20,0.5179437680968216,0.5023284432792762,0.8228470588235294,0.0004607704521360775
21,0.5257850704448563,0.4840064834860765,0.8406117647058824,0.0004217827674798846
22,0.5310848467051983,0.5167034450199205,0.8268941176470588,0.0003832773180720472
23,0.5170653967985085,0.48403316013674236,0.8418352941176471,0.0003454915028125262
24,0.5054545828274318,0.48978915974669784,0.8404470588235293,0.00030865828381745506
25,0.503330407930272,0.5108100961753202,0.8422588235294118,0.0002730047501302265
26,0.5041794436318534,0.47782621929383023,0.8519294117647058,0.0002387507176420255
27,0.48825801483222414,0.4692430756939634,0.8602588235294117,0.0002061073738537634
28,0.49209398350545336,0.4835054992749678,0.8478823529411764,0.00017527597583490815
29,0.4868965521454811,0.4634479454425857,0.8631294117647059,0.0001464466094067262
30,0.4840769725186484,0.4636692524765706,0.8613882352941176,0.00011979701719998447
31,0.4969512772347246,0.46217933670449046,0.8591764705882351,9.549150281252627e-05
32,0.46697514983160154,0.4547573677385946,0.8647058823529411,7.367991782295387e-05
33,0.46493519310440334,0.4563514615512373,0.8652470588235295,5.4496737905816076e-05
34,0.471253937376397,0.4591704143332308,0.8631529411764706,3.806023374435661e-05
35,0.4645268198634897,0.4578348252544001,0.8634823529411766,2.447174185242322e-05
36,0.46791323008281843,0.45071219313448674,0.8680705882352941,1.3815039801161714e-05
37,0.4705927771117006,0.4510735616295277,0.8675764705882353,6.155829702431168e-06
38,0.46487285143562723,0.45003693136284156,0.8684235294117647,1.5413331334360176e-06
39,0.47271008629884037,0.4524090655457159,0.8665176470588235,0.0
